compound,solvent,lambda_max,source
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,491.0,fluodb
Cc1ccc(C2=C3C=CC(=[N+]4C=C(c5ccccc5)C=N4)N3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)cn2)cc1,ClCCl,584.0,fluodb
CCCCC1(c2ccc(OC)cc2)Nc2ccccc2N=C1c1ccc(OC)cc1,ClC(Cl)Cl,372.0,fluodb
CCCCCCOc1ccc(-n2c3cc(C=C(C#N)C(=O)O)sc3c3sc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C)cc4)cc32)cc1,ClCCl,549.0,fluodb
O=S(=O)([O-])c1ccc2c([O-])cc(S(=O)(=O)O)cc2c1,O,295.0,fluodb
CCN(CC)c1ccc(/C=N/Nc2ccc(C#N)cc2)c(O)c1,CC#N,382.0,fluodb
COc1ccc([C@@H](Nc2ccc(C)cc2)C2=C(O)C(=O)c3ccccc3C2=O)cc1,CCO,456.0,fluodb
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClC(Cl)Cl,509.0,fluodb
CN1CCOc2cc3nc4cc5c(cc4[o+]c3cc21)N(C)CCS5,CO,659.0,fluodb
Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,ClC(Cl)Cl,614.0,fluodb
CN(C)c1ccc2c(-c3cccs3)c3ccc(=[NH2+])cc-3oc2c1,O,545.0,fluodb
Cc1cc(C)c(C2=C3C=C(/C=C/c4ccc(F)cc4)C=[N+]3[B-](F)(F)n3cc(/C=C/c4ccc(F)cc4)cc32)c(C)c1,Cc1ccccc1,647.0,fluodb
CCCCCCc1cc(C=C(C#N)C(=O)O)sc1C=Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1,ClC(Cl)Cl,535.0,fluodb
CCOc1ccccc1CNC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CC5)nn4)n3[B-]2(F)F)C=C1,CS(C)=O,473.0,fluodb
CN1C(=CC2=C(C(=C=[N-])C#N)C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,O,636.0,fluodb
c1ccc2c(-n3cnc4ccccc43)cccc2c1,ClC(Cl)Cl,285.0,fluodb
c1cc2oc3cccc4[o+]c5cccc6oc(c1)c2-c(c34)c65,CC#N,481.0,fluodb
CCCCCCCCN1c2ccc(C(=O)O)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4[NH+]5CCCCCC)s3)s2)[C@@H]1[O-],C1CCOC1,667.0,fluodb
Cc1c(C)n2c(COC(=O)c3ccccc3O)c(C)c(=O)n2c1=O,CCO,379.0,fluodb
COCCOCCOCCOc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(/C=C(\C#N)C(=O)O)o4)ccc2N3c2ccc(OCCOCCOCCOC)cc2)cc1,C1CCOC1,451.0,fluodb
CCCCCCN1C(=O)c2c(-c3ccc(C=C(C#N)C(=O)O)s3)sc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c2C1=O,C1CCOC1,485.0,fluodb
Cn1c2ccccc2c2ccccc21,C1CCCCC1,347.0,fluodb
C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,c1ccccc1,422.0,fluodb
Cc1ccc(C2=C3C=C(Cl)C(c4ccc(C=O)cc4)=[N+]3[B-](F)(F)n3c2cc(Cl)c3-c2ccc(C=O)cc2)cc1,OC(F)(F)CF,561.0,fluodb
CCOC(=O)c1c(N)sc(N=Nc2ccc(OC)cc2)c1-c1ccccc1,CS(C)=O,469.0,fluodb
N#Cc1cc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c2)ccc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,429.0,fluodb
CCCCCC[N+]1=C(C=C2C(=O)C(C=C3N(C)c4ccc(C(=O)[O-])cc4C3(C)C)=C2O)[C@](CC)(CCCC)c2ccccc21,ClCCl,643.0,fluodb
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,ClCCl,450.0,fluodb
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CC#N,470.0,fluodb
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CN(C)C=O,468.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1ccccc1OCc1ccccc1[N+](=O)[O-])c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,506.0,fluodb
CCCCC(CC)Cn1c2ccccc2c2cc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)c5ccccc5n6CC(CC)CCCC)ccc3S4(=O)=O)ccc21,Cc1ccccc1,340.0,fluodb
CC1=C(C#Cc2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc3)c(C)n1[B-]2(F)F,ClCCl,576.0,fluodb
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,CO,417.0,fluodb
CCCCCC(=O)N(C(=O)CCCCC)c1ccc(C#Cc2ccc(-c3cc(-c4cccs4)c4n3[B-](F)(F)n3c(=c5ccc(=C=C=C6C=CC(=[N+](C(=O)CCCCC)C(=O)CCCCC)C=C6)cc5)cc(-c5cccs5)c3=N4)cc2)cc1,CO,640.0,fluodb
CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,CC#N,320.0,fluodb
Cc1ccc(C2=C3C=CC(=[N+]4c5ccccc5-c5ccccc54)N3[B-](F)(F)n3c2ccc3-n2c3ccccc3c3ccccc32)cc1,ClCCl,564.0,fluodb
CN(C)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1,CC#N,318.0,fluodb
CC1=CC2=Nc3nc(C)[n+](C)cc3CN2C=C1,CCO,398.0,fluodb
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3n[se]nc23)s1)C(=O)O,C1CCOC1,503.0,fluodb
CC(=O)c1nc(-c2ccc(C)cc2)oc1C,CCOCC,271.0,fluodb
Cc1c(C2=S=C(c3ccc(C=O)s3)c3ccccc32)oc2ccccc12,ClCCl,530.0,fluodb
Fc1c(-c2nnc(-c3ccccc3)o2)c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,361.0,fluodb
Nc1ccc2c(c1)Cc1ccccc1-2,CCCCCC,318.0,fluodb
CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)CCc2ccccc2-4)C2=C1CCc1ccccc12,CC#N,565.0,fluodb
CC(=O)OC[C@H]1O[C@H](OCCn2cc(CNC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)nn2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C1COCCO1,409.0,fluodb
CCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCC)cc4OCCCC)cc3)c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)o5)c5nsnc45)cc3)cc2)c(OCCCC)c1,ClCCl,534.0,fluodb
COc1ccc(/C=C/c2cc3n(c2)[B-](F)(F)[N+]2=CC(/C=C/c4ccc([N+](=O)[O-])cc4)=CC2=C3c2c(C)cc(C)cc2C)cc1,Cc1ccccc1,653.0,fluodb
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,339.0,fluodb
CCCCCCc1cc(-c2ccc3c(c2)Sc2cc(-c4cc(CCCCCC)c(/C=C(\C#N)C(=O)O)s4)ccc2N3c2c(OC[C@@H](CC)CCCC)cccc2OC[C@@H](CC)CCCC)sc1/C=C(/C#N)C(=O)O,C1CCOC1,518.0,fluodb
COc1ccc(C2=C(c3ccc(OC)cc3)N3C(=C(c4ccc(OC)cc4)c4cc([N+](=O)[O-])cc5c(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)[o+]c3c45)c3ccc(OC)cc32)cc1,ClCCl,587.0,fluodb
Cc1c(SC#N)c(C)n2c1C=C1C=CC=[N+]1[B-]2(F)F,Cc1ccccc1,506.0,fluodb
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])cc2)=CC(=C(C#N)C#N)C1,Cc1ccccc1,413.0,fluodb
COc1ccc2cc3cccc[n+]3cc2c1,O,406.0,fluodb
CP(=C1C=CC(=C2C=CC(=[N+](c3ccccc3)c3ccccc3)C=C2)c2ccccc21)(c1ccccc1)c1ccccc1,CO,383.0,fluodb
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-1,CCCO,360.0,fluodb
COC(=O)c1cc(/C=C/c2ccc(F)cc2)n2ccc3ccccc3c12,ClCCl,365.0,fluodb
CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,CS(C)=O,403.0,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,COCCOC,363.0,fluodb
[NH2+]=C(O)CC[C@H](/N=C\C=C1\C=C(C(=O)O)N[C@H](C(=O)O)C1)C(=O)O,OCCO,478.0,fluodb
C[N+](C)=C1C=CC(=CC=C2C=CN(CCCCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,CO,484.0,fluodb
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CS(C)=O,389.0,fluodb
CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2c1c(=O)oc1cc3c(cc12)CCCN3C,ClC(Cl)Cl,608.0,fluodb
CCCCCCn1c(=O)c2c3nc4cc5sc6c(nc5cc4sc3c3c(=O)n(CCCCCC)c(=O)c3c2c1=O)c1c(=O)n(CCCCCC)c(=O)c1c1c(=O)n(CCCCCC)c(=O)c61,ClCCl,633.0,fluodb
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)c4ccccc34)=C2c2ccccc2)c2ccccc12,CC#N,550.0,fluodb
Cc1ccc(C2=S=C(c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c3ccccc32)s1,ClCCl,458.0,fluodb
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)c4nsnc34)cc21,CO,439.0,fluodb
Cc1ccc(C2=C3C=C(Cl)C(c4ccc(C=O)cc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc(C=O)cc2)cc1,CC(C)=O,558.0,fluodb
N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CN(C)C=O,399.0,fluodb
Cc1ccc(N(c2ccc(/C=C\C=C\C=C3/SC(=S)N(CC(=O)O)C3=O)cc2)c2cc(C)c3c(c2)CN2CN3Cc3cc(N(c4ccc(/C=C\C=C\C=C5/SC(=S)N(CC(=O)O)C5=O)cc4)c4ccc(C)c(C)c4)cc(C)c32)cc1C,CS(C)=O,526.0,fluodb
O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)nc3ccccc32)cc1,ClCCl,300.0,fluodb
Cc1cccc(C)c1N1C=C2C=CC=[N+]2[B-]1(c1ccccc1)c1ccccc1,C1CCOC1,353.29998779296875,fluodb
CCCCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCCCC)cc4OCCCCCC)cc3)c3ccc4c5c(n(CC)c4c3)=CC(c3ccc(-c4ccc(C=C(C#N)C(=O)O)cc4)c4nsnc34)=S=5)cc2)c(OCCCCCC)c1,C1CCOC1,531.0,fluodb
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,Cc1ccccc1,469.0,fluodb
CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,Cc1ccccc1,405.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(/C=C/C3=CC(/C=C/c4c(C)c5n(c4C)[B-](F)(F)[N+]4=C(C)C=C(C)C4=C5c4ccccc4)=[O+][B-](F)(F)O3)c(C)n1[B-]2(F)F,ClCCl,623.0,fluodb
CN(C)c1ccc(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)cc1,CO,580.0,fluodb
O=C1C(Cl)=C(N(Cc2ccccc2)Cc2ccccc2)C(=O)C(Cl)=C1N(Cc1ccccc1)Cc1ccccc1,ClC(Cl)Cl,479.0,fluodb
CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,CN(C)C=O,361.0,fluodb
COc1ccc(C2=Cc3ccccc3[Si]2(c2ccccc2)c2ccccc2)cc1,ClCCl,350.0,fluodb
O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=CC=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,Cc1ccccc1,748.0,fluodb
COc1cc(C(=O)Oc2ccc(-n3cc(-c4ccccc4)nn3)c([N+](=O)[O-])c2)cc(OC)c1OC,ClCCl,254.0,fluodb
F[B-]1(F)n2cccc2C(N2CCNCC2)=C2C=CC=[N+]21,OC(F)(F)CF,421.0,fluodb
CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)n5CCCC)cc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,ClCCl,352.0,fluodb
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(-c6ccccc6)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(-c5ccccc5)cc4)c(OC)cc23)C1=O,ClCCl,437.0,fluodb
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)s2)S1,C1CCOC1,488.0,fluodb
CN1/C(=C/C=O)C(C)(C)c2ccccc21,CS(C)=O,338.0,fluodb
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccc(Br)cc2)s1,Cc1ccccc1,457.0,fluodb
O=[N+]([O-])c1ccc(C2=[N+]3C(=C(c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4cccn4[B-]3(F)F)C=C2)cc1,C1CCCCC1,530.5,fluodb
CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CCO,406.0,fluodb
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCCCCCCCO,366.0,fluodb
Cc1ccc(SC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,493.0,fluodb
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CCCCCCC,383.0,fluodb
c1ccc2nc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)nc2c1,Cc1ccccc1,404.0,fluodb
CN(CCO[Si](C)(C)C(C)(C)C)c1ccc(/C=C\c2ccc(/C=C(\C#N)C(=O)O)s2)cc1,C1CCOC1,491.0,fluodb
COC(=O)c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccc(C(=O)OC)cc4)ccc2N3)cc1,CCO,375.0,fluodb
CC1=[N+]2C(=C(C(F)(F)F)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,544.0,fluodb
CC1=CC(C)=[N+]2C1=C(C(=O)OC(C)C)c1c(C)cc(C)n1[B-]2(F)F,CCO,510.0,fluodb
Nc1ccc(C2=C3C=CC(NCc4ccc5c(c4)OCO5)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CCc3ccccc3)nn2)cc1,CS(C)=O,474.0,fluodb
Cc1cnccc1C1=C2C=CC(=[N+]3CCC3)C=C2[Si](C)(C)c2cc(N3CCC3)ccc21,O,656.0,fluodb
FC(F)(F)c1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)[n+]1c3ccccc3c(-c3ccccc3)c(-c3ccccc3)c21,ClCCl,462.0,fluodb
C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)c2ccccc21,CO,502.0,fluodb
CCn1c2ccc(C3=[O+][B-](F)(F)OC(C)=C3)cc2c2cc(C3=[O+][B-](F)(F)OC(C)=C3)ccc21,CO,414.0,fluodb
O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC#N,427.0,fluodb
CCn1c2ccccc2c2cc(N3C(=O)c4cccc5c(-c6ccc(-c7ccc(/C=C(\C#N)C(=O)O)s7)s6)ccc(c45)C3=O)ccc21,ClCCl,443.0,fluodb
C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1c2sc2sc3sc4c(sc5c([Si](C)(C)C)sc([Si](C)(C)C)c54)c3c21,ClC(Cl)Cl,332.0,fluodb
CC1=CC(C)=[N+]2C1=C(C#C[Si](C)(C)C)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,545.0,fluodb
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccco4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl,423.0,fluodb
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCO,511.0,fluodb
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,OCCO,518.0,fluodb
CCCCN(CCCC)c1ccc2c(c1)OC1c3ccccc3OC1C21OC(=O)c2ccccc21,CCO,541.0,fluodb
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCCCCO,527.0,fluodb
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCOCC,524.7,fluodb
Cc1ccc(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,CC#N,600.0,fluodb
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,CCOC(C)=O,391.0,fluodb
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC(C)CC(C)(C)C,372.0,fluodb
CCCCC1=C2C=CC(c3ccc[nH]3)=[N+]2[B-](F)(F)n2cccc21,Cc1ccccc1,573.0,fluodb
F[B-]1(F)N2C(=C(c3cccnc3)c3ccc(-n4cccn4)n31)C=CC2=[N+]1C=CC=N1,ClCCl,565.0,fluodb
CC[O+]=C1C(C#Cc2ccccc2)=CC2=Cc3c(C)c(C#Cc4ccccc4)c(C)n3[B-](F)(F)N21,ClCCl,570.0,fluodb
CC(=O)c1ccn2c3c(c(-c4ccc(N(C)C)cc4)c2c1)CN(C(C)CO)C3=O,ClCCl,440.0,fluodb
C(=C/c1nc2ccccc2s1)\c1ccc(Cn2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(Cc6ccc(/C=C/c7nc8ccccc8s7)cc6)nn5)cc4)cc3)nn2)cc1,CN(C)C=O,344.0,fluodb
O=c1nc(O)c(-c2cc3ccccc3s2)cn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC#N,321.0,fluodb
COc1cc2c(cc1C=C(C#N)C#N)c1ccccc1n2C,CCOC(C)=O,420.0,fluodb
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CO,349.0,fluodb
N#C/C(=C\c1ccc(/C=C/c2ccc3cc(N4CCCC4)ccc3c2)cc1)C(=O)O,CCO,422.0,fluodb
CC(C)n1nc(CCc2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,CC#N,360.0,fluodb
CCN(CC)c1ccc(C=C[N+]([O])=O)cc1,CN(C)C=O,458.0,fluodb
Cc1cc2n(c1-c1ccc(C#CCN(C)C)s1)[B-](F)(F)n1c(cc(C)c1=C1C=CC=[S+]1)=C2,CS(C)=O,614.0,fluodb
Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CC(C)O,309.0,fluodb
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)s1,C1CCOC1,460.0,fluodb
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,OCC(F)(F)F,425.0,fluodb
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CCO,396.0,fluodb
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCC,520.0,fluodb
CCCCCCCCCCCCOc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)C(=O)c3ccccc3-4)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,C1CCOC1,432.0,fluodb
CC1(C)C(=CC2=C([O-])C(=CC3=[N+](CCCCS(=O)(=O)[O-])c4ccc(Br)cc4C3(C)C)C2=O)N(CCCCS(=O)(=O)[O-])c2ccc(Br)cc21,CO,654.0,fluodb
F[B-]1(F)Oc2ccccc2-c2n1c(-c1ccccc1)c(-c1ccccc1)[n+]2-c1ccc(C(F)(F)F)cc1,C1CCOC1,327.0,fluodb
Cc1cc(C)n2c1C(=C1C=CC(=[I+])C=C1)c1c(C)cc(C)n1[B-]21OCCO1,ClC(Cl)Cl,507.0,fluodb
COC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CS(C)=O,509.0,fluodb
Cc1cc2n(c1-c1ccc(C#CCN(C)C)s1)[B-](F)(F)n1c(cc(C)c1=C1C=CC(C#CCN(C)C)=[S+]1)=C2,Cc1ccccc1,637.0,fluodb
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1,CN(C)C=O,350.0,fluodb
CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CCCCOCCCC,445.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,507.0,fluodb
N=c1n[n+]([O-])c2ccccc2[nH]1,CC#N,407.0,fluodb
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,C1CCOC1,391.0,fluodb
CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,C1CCCCC1,485.0,fluodb
CCOc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(OCC)cc1/C=C(/C#N)C(=O)O,ClCCl,478.0,fluodb
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,ClCCl,468.0,fluodb
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,400.0,fluodb
O=C(O)CN1C(=O)/C(=C/c2ccc(N(c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)SC1=S,CN(C)C=O,476.0,fluodb
Cc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,355.0,fluodb
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](F)(F)O2)cc1,ClC(Cl)(Cl)Cl,477.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5sc(C=C(C#N)C(=O)O)cc5CCCCCC)c5nsnc45)s3)cc2)cc1,ClCCl,522.0,fluodb
CCCCn1c(-c2ccc(-c3ccc(C4=S=C(/C=C(\C#N)C(=O)O)C=C4)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,CN(C)C=O,464.0,fluodb
CN(C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO,396.0,fluodb
O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,Cc1ccccc1,684.0,fluodb
F[B-]1(F)n2cccc2C(N2CCNCC2)=C2C=CC=[N+]21,CO,419.5,fluodb
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,481.0,fluodb
CCCCC(CC)Cn1c2ccc(C(=C(C#N)C#N)c3ccccc3)cc2c2c(-c3ccc(Br)cc3)c3c(c(-c4ccc(Br)cc4)c21)c1cc(C(=C(C#N)C#N)c2ccccc2)ccc1n3CC(CC)CCCC,CN(C)C=O,467.0,fluodb
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,402.0,fluodb
CC[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,CCCCCC,500.0,fluodb
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CC#N,376.0,fluodb
COc1ccc(-c2cc3c(s2)c(C)cc(=O)n3C)cc1,ClCCl,376.0,fluodb
CCC/C=C/C=C/c1cc(/C=C(\C#N)C(=O)O)sc1-c1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1,ClC(Cl)Cl,453.0,fluodb
O=c1oc2ccccc2c2cc(N3c4ccccc4Oc4ccccc43)ccc12,Cc1ccccc1,395.0,fluodb
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5c4N=S=N5)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,ClC(Cl)Cl,652.0,fluodb
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CCOC(C)=O,357.0,fluodb
